C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_041.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_041.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_041.jpg, 0, 0, 0, 7.878587E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_143.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_143.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_143.jpg, 0, 0, 0, 8.198932E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_246.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_246.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_246.jpg, 0, 0, 0, 7.975222E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_347.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_347.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_347.jpg, 0, 0, 0, 7.876154E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_450.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_450.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_450.jpg, 0, 0, 0, 7.857142E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_553.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_553.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_553.jpg, 0, 0, 0, 7.948463E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_655.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_655.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_655.jpg, 0, 0, 0, 7.858543E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_757.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_757.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_757.jpg, 0, 0, 0, 7.865686E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_859.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_859.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_859.jpg, 0, 0, 0, 7.867671E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_29_961.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_29_961.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_29_961.jpg, 0, 0, 0, 7.986979E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_064.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_064.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_064.jpg, 0, 0, 0, 8.0448E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_164.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_164.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_164.jpg, 0, 0, 0, 7.88957E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_272.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_272.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_272.jpg, 0, 0, 0, 7.869544E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_373.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_373.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_373.jpg, 0, 0, 0, 7.868493E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_475.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_475.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_475.jpg, 0, 0, 0, 7.855795E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_577.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_577.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_577.jpg, 0, 0, 0, 7.86676E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_677.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_677.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_677.jpg, 0, 0, 0, 8.339623E-05
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_780.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_780.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_780.jpg, 0, 0.3083217, 0, 0.2267413
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_885.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_885.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_885.jpg, 0, 0.6082004, 0, 0.7724634
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_30_985.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_30_985.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_30_985.jpg, 0, 0.914315, 0, 1.701997
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_31_088.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_31_088.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_31_088.jpg, 0, 1, 0, 2.860519
C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\center_2022_07_16_17_36_31_190.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\left_2022_07_16_17_36_31_190.jpg, C:\Users\Asus\Desktop\Files\1- PFE\Self Driving car udacity\Data\IMG\right_2022_07_16_17_36_31_190.jpg, 0, 1, 0, 4.03247
